course_title,platform,tags,level,rating,url
The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior,Coursera,supply chain  price elasticity of demand  budget constraint  demand  consumer behaviour  consumer choice  marginal rate of substitution  indifference curve  school choice  supply and demand business business-essentials,Intermediate,4.6,https://www.coursera.org/learn/market-power
Everyday Chinese Medicine 2,Coursera,Chinese Medicine  flavor  chinese language  dermatology  tongue  medicine  pulse  multiple sclerosis  physiology  common cold life-sciences public-health,Intermediate,4.8,https://www.coursera.org/learn/everyday-chinese-medicine-2
Tables and Forms in HTML,Coursera,web page  Project Management  project mine  display devices  html  web  ordered pair  Trigonometric Integral  text editors  surround sound computer-science mobile-and-web-development,Beginner,4.7,https://www.coursera.org/learn/tables-and-forms-in-html
Transformation of the Global Food System,Coursera,Sustainable Energy  food security  food engineering  agriculture  food technology  sustainability  food science  security  nutrition  food processing physical-science-and-engineering environmental-science-and-sustainability,Beginner,4.8,https://www.coursera.org/learn/transformation-global-food-system
Building Candlestick Charts with Tableau,Coursera,software  Chart  tableau software  Virtual Reality  simulation  Python Programming  project  trading  japanese language  stock business finance,Beginner,4.3,https://www.coursera.org/learn/building-candlestick-charts-tableau
Behavioral Finance,Coursera,Behavioral Economics  cognitive bias  behavioral finance  behavioral decision  Finance  investment  bias  psychologies  investment decisions  Economics business finance,Intermediate,4.2,https://www.coursera.org/learn/duke-behavioral-finance
Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals,Coursera,flowchart  ternary conditional operator  Computer Programming  more than two  modulo operation  compounding  laravel  nest  debugging  interactivity social-sciences education,Advanced,5.0,https://www.coursera.org/learn/block-programming-k12-educators-nested-if-statement-compound-conditionals
Introduction to Typography,Coursera,Graphic Design  Creativity  adobe indesign  typography  Computer Graphics  Poster Design  art  history  Layout Design  poster arts-and-humanities music-and-art,Beginner,4.8,https://www.coursera.org/learn/typography
Cracking the Creativity Code: Discovering Ideas,Coursera,Creativity  interview  Planning  coaching  i-deas  wall  Entrepreneurship  design thinking  delegation  genetics business entrepreneurship,Beginner,4.6,https://www.coursera.org/learn/startup-entrepreneurship-discovering-ideas
Video Basics with OpenCV and Python,Coursera,saving  Computer Programming  opencv  face recognition  euler's totient function  Computer Vision  Tensorflow  Python Programming  project  Machine Learning data-science machine-learning,Beginner,4.1,https://www.coursera.org/learn/computer-vision-video-basics-opencv-python
Essential Google Cloud Infrastructure: Core Services,Coursera,Leadership and Management  bigquery  Cloud Infrastructure  identity management  Cloud Platforms  Cloud Computing  network monitoring  Google Cloud Platform  Cloud Storage  resource information-technology cloud-computing,Conversant,4.7,https://www.coursera.org/learn/gcp-infrastructure-core-services
Essential Google Cloud Infrastructure: Core Services,Coursera,Leadership and Management  bigquery  Cloud Infrastructure  identity management  Cloud Platforms  Cloud Computing  network monitoring  Google Cloud Platform  Cloud Storage  resource information-technology cloud-computing,Conversant,4.7,https://www.coursera.org/learn/gcp-infrastructure-core-services
Neural Style Transfer with TensorFlow,Coursera,Tensorflow  cost  project  Python Programming  Artificial Neural Networks  modeling  project mine  retain  mathematical optimization  Machine Learning data-science machine-learning,Beginner,4.6,https://www.coursera.org/learn/neural-style-transfer
Mathematics for Machine Learning: Multivariate Calculus,Coursera,linearity  gradient descent  Multivariable Calculus  Regression  lambda calculus  Gradient  linear regression  Calculus  mathematical optimization  explicit substitution math-and-logic math-and-logic,Beginner,4.7,https://www.coursera.org/learn/multivariate-calculus-machine-learning
Genome Sequencing (Bioinformatics II),Coursera,Algorithms  antibiotics  Bioinformatics  acid  genomics  biochemistry  computational biology  biology  genome  antibiotic life-sciences health-informatics,Advanced,4.5,https://www.coursera.org/learn/genome-sequencing
Fundamentals of Music Theory,Coursera,Scaling  gnu octave  guitar  Writing  harmony  analysis  chord  jazz  piano  music arts-and-humanities music-and-art,Intermediate,4.2,https://www.coursera.org/learn/edinburgh-music-theory
"Introduction to Data, Signal, and Image Analysis with MATLAB",Coursera,image segmentation  signal processing  euler's totient function  statistical classification  Matlab  linearity  image analysis  Multivariable Calculus  Data Analysis  Applied Machine Learning data-science data-analysis,Beginner,4.8,https://www.coursera.org/learn/matlab-image-processing
Design a Client Welcome Kit using Canva,Coursera,brand awareness  style guide  Entrepreneurship  brand  project  marketing collateral  business marketing  Graphic Design  marketing strategy  Strategy business marketing,Beginner,4.6,https://www.coursera.org/learn/design-a-client-welcome-kit-using-canva
Nanotechnology: A Maker�s Course,Coursera,thinning  Nanotechnology  nanoparticles  chemistry  process  materials  film  nanoparticle  characterization of nanoparticles  lithography physical-science-and-engineering electrical-engineering,Beginner,4.8,https://www.coursera.org/learn/nanotechnology
Journey Conversations: Weaving Knowledge and Action,Coursera,Sustainable Energy  energy  astronomy  Solar Systems  awe  language  history  art  acceptance  verse protocol physical-science-and-engineering environmental-science-and-sustainability,Beginner,4.8,https://www.coursera.org/learn/journey-knowledge-action
Health and healthcare in transition: dilemmas of governance,Coursera,cooperation  health care  health activism  health system  health policy  Policy Development  public participation  environmental health  health care reform  leadership life-sciences public-health,Intermediate,4.1,https://www.coursera.org/learn/health-dilemmas-of-governance
Mastering Remote Work and Online Study in U.S. in the post-COVID Era,Coursera,online learning  experience  Culture  Online Machine Learning  culture shock  text services framework  education  cross-cultural communication  Training  college social-sciences education,Advanced,4.1,https://www.coursera.org/learn/e-learning
"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation",Coursera,physical education  diets  physical activity  education  nutrition education  healthy diet  child  nutrition  health education  exercise life-sciences nutrition,Intermediate,4.7,https://www.coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation
Learning to Teach Online,Coursera,online learning  Planning  resource  evaluation  Online Machine Learning  Human Learning  teaching  education  teaching method  Strategy social-sciences education,Beginner,4.7,https://www.coursera.org/learn/teach-online
Research Report: Delivering Insights,Coursera,marketing research  securities research  Digital Advertising  conjoint analysis  marketing plan  Marketing  Digital Marketing  Market Research  perceptual mapping  social media marketing business marketing,Advanced,4.4,https://www.coursera.org/learn/marketing-research-report
Foundations of Teaching for Learning Capstone: The Reflective Practitioner,Coursera,authority  opinion  affair  proposition  hopefully  education  lesson plan  Planning  Receiving  critical friend social-sciences education,Not Calibrated,4.0,https://www.coursera.org/learn/teaching-capstone
